Price,Close,High,Low,Open,Volume,HLC3,Average_Volume,Price_Volume,Average_Price_Volume,WVWAP,Smooth_WVWAP,Entry_Signal,Exit_Signal
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,
Date,,,,,,,,,,,,,
2004-12-27,0.9514008164405823,0.9813771597581816,0.9471830834542152,0.976104968385551,559490400,0.9599870198843264,,537103521.7498897,,,,0,0
2004-12-28,0.9667651653289795,0.967819623701264,0.934680911251061,0.9535097205723724,611755200,0.9564219000937682,,585096070.7762432,,,,0,0
2004-12-29,0.9706814885139465,0.9788157782884774,0.9575769868938956,0.961191567575869,449562400,0.9690247512321065,,435637092.82330877,,,,0,0
2004-12-30,0.976104199886322,0.9795686450247844,0.9673675675260891,0.9762543338870107,345340800,0.9743468041457318,,336481704.82113034,,,,0,0
2004-12-31,0.9700793623924255,0.9791171736905828,0.9645060990565208,0.9774604695522462,278588800,0.9712342117131764,448947520.0,270574973.56011975,432978672.7461384,0.9644304811977542,,0,0
2005-01-03,0.9533593058586121,0.9807745115582474,0.9429650604293187,0.9758034949805693,691992000,0.9590329592820593,475447840.0,663643135.5595108,458286595.50806254,0.9639050952635784,,0,0
2005-01-04,0.9631503820419312,0.9861969194757344,0.9485385042362561,0.9608905271834114,1096810400,0.9659619352513072,572458880.0,1059477096.5877604,553162800.670366,0.9662926368971096,,0,0
2005-01-05,0.9715858697891235,0.9828835354180977,0.9648071095178725,0.9709827189071166,680433600,0.9730921715750313,618633120.0,662124609.4366162,598460303.9930274,0.9673913093967996,,0,0
2005-01-06,0.9723389148712158,0.977761237951524,0.953961420857295,0.9741458531047765,705555200,0.9680205245600115,690676000.0,682991914.8100438,667762345.9908102,0.9668243083454617,,0,0
2005-01-07,1.0431363582611084,1.0488606602476018,0.97535147190254,0.9791170922185387,2227450400,1.02244949680375,1080448320.0,2277455540.6353116,1069138459.4058485,0.9895322521357139,,0,0
2005-01-10,1.0387681722640991,1.064978076230317,1.0224994948265058,1.0518726717333564,1725309600,1.0420819144403073,1287111840.0,1797913930.9702408,1295992618.4879947,1.0068997721969482,,0,0
2005-01-11,0.972489058971405,1.0416295616402578,0.9661625125191355,1.0280729493302823,2611627200,0.9934270443769329,1590075200.0,2594461090.310405,1602989417.2325234,1.008121765079113,,0,0
2005-01-12,0.9860469102859497,0.9926746321181923,0.9535096420122762,0.9858959717120039,1919702400,0.9774103948054726,1837928960.0,1876337080.6930134,1845831911.4838028,1.0042999221709867,0.9819663936314961,0,0
2005-01-13,1.0514216423034668,1.1210142687310984,1.050367284750518,1.1103189501832609,3164716800,1.0742677319283611,2329761280.0,3399753138.931581,2389184156.30811,1.0255059936046795,0.9887525616767101,0,0
2005-01-14,1.0574465990066528,1.080343007679255,1.0422331757345602,1.0581998841346612,1770742400,1.060007594140156,2238419680.0,1877000391.265966,2309093126.4342413,1.0315729204249318,0.9962712089168604,0,0
2005-01-18,1.0642249584197998,1.0649782432630719,1.02054097382224,1.0521740098658394,1006460000,1.0499147251683707,2094649760.0,1056697174.2929584,2160849775.0987844,1.0316043361343543,1.0035280643876652,0,0
2005-01-19,1.0526262521743774,1.0764260740525748,1.0506683750260037,1.0618150010283554,751895200,1.059906900417652,1722703360.0,796938910.8709105,1801345339.210886,1.0456503313552985,1.012223511271943,0,0
2005-01-20,1.0613627433776855,1.0735646303012478,1.0464504992108936,1.0491616609233085,914922400,1.0604592909632757,1521747360.0,970237959.5904186,1620125514.990367,1.0646481522336053,1.0230928272595146,0,0
2005-01-21,1.0618152618408203,1.0785352552305913,1.0544342542399205,1.0741673881167946,911332800,1.0649282571037775,1071070560.0,970504050.3455055,1134275697.2731519,1.0590111796865669,1.0308127080984983,0,0
2005-01-24,1.0658818483352661,1.08124701154252,1.0627185743460086,1.0691961614424264,841629600,1.0699491447412648,885248000.0,900500870.7089328,938975793.1617451,1.06069236322674,1.0367896626573638,0,0
2005-01-25,1.0853136777877808,1.09721358793212,1.0685936896216006,1.0750704714885968,969231200,1.0837069851138337,877802240.0,1050362621.6302632,937708882.6292061,1.0682461719728649,1.0434701523122252,0,0
2005-01-26,1.0883268117904663,1.095857951119345,1.0728114158344846,1.0945024204535514,739496800,1.0856653929147653,875322560.0,802846083.9312116,938890317.2412663,1.0726220940098543,1.0510615047387661,0,0
2005-01-27,1.0942010879516602,1.0984188189929434,1.0777822754323705,1.0869702178187284,496227200,1.0901340607923247,791583520.0,540954172.611605,853033559.8455036,1.0776292561592282,1.0568529783559384,0,0
2005-01-28,1.114385724067688,1.114385724067688,1.0911881488105601,1.0939001152720835,801612000,1.1066531989819788,769639360.0,887106484.142342,836354046.6048709,1.0866830493243886,1.0629763260114333,0,0
2005-01-31,1.1583703756332397,1.1732834205355112,1.122369483585814,1.1234239413061766,1681097600,1.1513410932515216,937532960.0,1935516748.6465092,1043357222.1923863,1.112875244612612,1.0720064269534622,0,0
2005-02-01,1.1678608655929565,1.1714762515337531,1.1535508637487417,1.1606307976220687,678395200,1.1642959936251505,879365760.0,789852813.4545326,991255260.5572399,1.1272388642437476,1.0810718194966231,0,0
2005-02-02,1.1994937658309937,1.2037114977155021,1.1702707152680554,1.1741872739652832,1020062400,1.1911586596048505,935478880.0,1215056161.0973067,1073697275.9904591,1.1477514874418748,1.0903055234086532,0,0
2005-02-03,1.172078251838684,1.196481219843927,1.1648481860029993,1.1915102039115602,731651200,1.17780255256187,982563680.0,861740650.9449553,1137854571.6571293,1.1580466435082652,1.101309463833286,0,0
2005-02-04,1.187593698501587,1.1889493297356895,1.167860671308289,1.1729826264235628,563556000,1.1814678998485217,934952480.0,665823323.7670336,1093597939.5820675,1.169682912207546,1.1134195248311536,0,0
2005-02-07,1.1891000270843506,1.1952756340165218,1.167409028544888,1.1889489880272759,524456800,1.1839282298819203,703624320.0,620919210.8735362,830678432.0274729,1.1805709501733437,1.125900055742318,0,0
2005-02-08,1.218624234199524,1.2258542994461996,1.1868401638669315,1.1910579952235092,890019200,1.2104395658375517,745949120.0,1077314454.0350852,888170760.1435833,1.1906586338537182,1.1390152268360805,0,0
2005-02-09,1.1860872507095337,1.2350434326803632,1.1764471942135175,1.2207334317450313,1191456000,1.1991926258678047,780227840.0,1428785249.2459512,930916577.7733123,1.1931342744361857,1.1518491177557424,0,0
2005-02-10,1.180363655090332,1.1942214413740209,1.1547560934792485,1.185785978554783,1093019200,1.1764470633145339,852501440.0,1285879227.986401,1015744293.1816013,1.1914868943583266,1.16349398942618,0,0
2005-02-11,1.2232942581176758,1.2315787824326727,1.1891002950410046,1.2029580813710536,1201054400,1.2146577785304509,980001120.0,1458870069.3982236,1174353642.3078394,1.198318673664209,1.1729877037652463,0,0
2005-02-14,1.2748104333877563,1.2772204217454024,1.235947334808263,1.2461897350489384,1271463200,1.2626593966471404,1129402400.0,1605424956.9710424,1371254791.5273407,1.2141419139248693,1.18264359817426,0,0
2005-02-15,1.3317501544952393,1.341842322417071,1.295447270647965,1.3053893044867635,2312217600,1.3230132491867586,1413842080.0,3059094519.802809,1767610804.6808853,1.250217990881192,1.1940287652230728,0,0
2005-02-16,1.3576587438583374,1.3587131013184581,1.3157825012963158,1.3278334500822822,1639243200,1.3440514488243707,1503399520.0,2203227197.9354978,1922499194.4187946,1.2787679980227709,1.207442249058018,0,0
2005-02-17,1.3227124214172363,1.3689565373354236,1.3172892924346764,1.365492090094423,1518473600,1.3363194170624455,1588490400.0,2029165755.976713,2071156500.0168571,1.303852072393297,1.2223499335231014,0,0
2005-02-18,1.3076496124267578,1.3234660876890074,1.2992141455457316,1.3216584445464887,1163254400,1.3101099485538323,1580930400.0,1523991162.139019,2084180718.5650163,1.318325410508278,1.2376559846714275,0,0
2005-02-22,1.2847528457641602,1.3300935431134802,1.2847528457641602,1.2999662663060272,1219293600,1.299866411547267,1570496480.0,1584918796.4545486,2080079486.4617171,1.3244725556224852,1.2525241982012902,0,0
2005-02-23,1.3290387392044067,1.3323521465008008,1.2886690696212033,1.306292474650931,1345181600,1.3166866517754703,1377089280.0,1771182656.93397,1822497113.8879497,1.3234415083733349,1.2670027797498626,0,0
2005-02-24,1.3395832777023315,1.3453067751169059,1.3215069530234749,1.3328046182382616,1519028000,1.3354656686142377,1353046240.0,2028609743.6637483,1787573623.0335999,1.3211474746299874,1.281409510891158,0,0
2005-02-25,1.3404868841171265,1.3543454776969035,1.3284359331781899,1.3499768068642002,915510400,1.3410894316640734,1232453600.0,1227781322.0185485,1627296736.241967,1.3203716036384388,1.2949709475549613,0,0
2005-02-28,1.3514833450317383,1.359918809373064,1.3243692088508099,1.3460601155608845,651610400,1.3452571210852042,1130124800.0,876583530.7731783,1497815209.9687989,1.3253538104542073,1.30732782494711,0,0
2005-03-01,1.3406378030776978,1.359014497404187,1.3303945954880425,1.3553999160860424,468188000,1.343348965323309,979903680.0,628939865.3767895,1306619423.7532468,1.3334161820407153,1.3165720684092794,0,0
2005-03-02,1.3291893005371094,1.352386879738712,1.3279847081619172,1.3331058598349632,458161200,1.3365202961459126,802499600.0,612341742.7065667,1074851240.907766,1.3393791609463308,1.3233066420674529,0,0
2005-03-03,1.2589939832687378,1.3379255841533957,1.2418219850209051,1.336720992097537,1411653600,1.2795805174810129,781024720.0,1806324443.9919348,1030394180.9734036,1.3192849785515157,1.3250214094183659,0,1
2005-03-04,1.2897238731384277,1.2957484436308477,1.260801992874938,1.2882173031409743,756618800,1.2820914365480711,749246400.0,970054484.2112777,978848813.4119494,1.3064444666159882,1.323701304541445,0,0
